"","String","Count"
"336","so_much",58824
"337","to_come",58607
"338","of_what",58494
"339","do_it",58313
"340","what_we",58290
"341","of_people",58210
"342","of_us",58199
"343","each_other",58005
"344","based_on",57884
"345","a_small",57514
"346","last_year",57396
"347","with_her",57322
"348","those_who",57027
"349","his_own",56982
"350","him_to",56935
"351","not_the",56593
"352","and_there",56585
"353","away_from",56530
"354","up_and",56430
"355","time_to",56405
"356","what_he",56377
"357","just_a",56199
"358","as_it",56164
"359","the_second",56103
"360","but_they",55868
"361","up_in",55831
"362","in_new",55631
"363","the_government",55624
"364","got_to",55454
"365","been_a",55179
"366","the_one",54758
"367","a_man",54592
"368","in_our",54592
"369","enough_to",54150
"370","this_was",54082
"371","this_year",54028
"372","when_we",54011
"373","the_day",53804
"374","the_company",53661
"375","when_she",53458
"376","must_be",53374
"377","might_be",53274
"378","me_to",53129
"379","it_will",53073
"380","n't_be",53058
"381","if_we",52989
"382","and_what",52934
"383","the_rest",52813
"384","and_their",52763
"385","to_give",52613
"386","who_had",52538
"387","than_a",52428
"388","i_thought",52415
"389","a_big",52296
"390","they_can",51961
"391","the_whole",51813
"392","let_me",51536
"393","who_was",51506
"394","i_just",51463
"395","tried_to",51458
"396","don't_think",51446
"397","or_a",51389
"398","is_in",51357
"399","did_you",51275
"400","because_the",51252
"401","we_had",51165
"402","use_of",51132
"403","that_this",51035
"404","you_were",50962
"405","because_it",50959
"406","fact_that",50897
"407","talking_about",50846
"408","of_your",50831
"409","she_says",50758
"410","the_man",50746
"411","to_their",50715
"412","is_no",50662
"413","because_they",50573
"414","when_it",50513
"415","who_is",50369
"416","right_now",50143
"417","the_middle",50141
"418","to_you",49833
"419","know_that",49803
"420","is_it",49585
"421","say_that",49584
"422","be_able",49549
"423","make_a",49408
"424","take_a",49281
"425","on_this",49225
"426","sense_of",49201
"427","the_old",49158
"428","the_top",49137
"429","the_case",49134
"430","out_to",49015
"431","among_the",48913
"432","talk_about",48717
"433","up_with",48652
"434","get_a",48625
"435","to_him",48541
"436","to_this",48506
"437","the_white",48471
"438","in_your",48322
"439","it_does",47771
"440","high_school",47666
"441","see_the",47612
"442","to_use",47516
"443","it_in",47389
"444","for_his",47378
"445","come_to",47271
"446","for_me",47267
"447","is_going",47223
"448","with_an",46908
"449","don't_have",46811
"450","front_of",46572
"451","a_couple",46389
"452","you_to",46373
"453","as_we",46257
"454","on_her",46086
"455","but_that",46019
"456","said_that",45661
"457","because_i",45654
"458","at_this",45629
"459","and_her",45237
"460","to_tell",45216
"461","likely_to",44863
"462","as_you",44839
"463","the_public",44809
"464","tell_you",44513
"465","within_the",44497
"466","they_would",44496
"467","to_look",44406
"468","that_has",44290
"469","to_talk",44210
"470","but_you",44167
"471","but_we",43919
"472","side_of",43912
"473","and_more",43876
"474","and_if",43853
"475","as_she",43835
"476","since_the",43830
"477","like_that",43768
"478","much_of",43602
"479","on_their",43478
"480","in_front",43405
"481","in_order",43205
"482","went_to",43195
"483","rest_of",43144
"484","after_a",43139
"485","for_this",43067
"486","in_some",42887
"487","what_do",42740
"488","may_have",42710
"489","she_is",42675
"490","couple_of",42443
"491","about_a",42311
"492","has_to",42045
"493","for_her",41958
"494","the_number",41885
"495","the_air",41866
"496","from_his",41833
"497","don't_want",41802
"498","you_could",41773
"499","we_don't",41760
"500","i_ca",41740
"501","people_are",41736
"502","they_did",41707
"503","i_can't",41698
"504","the_problem",41636
"505","got_a",41619
"506","instead_of",41596
"507","and_this",41548
"508","was_to",41465
"509","less_than",41424
"510","for_their",41422
"511","back_in",41418
"512","could_have",41244
"513","in_its",41201
"514","as_much",41089
"515","first_time",41072
"516","the_back",41050
"517","and_its",40982
"518","a_way",40916
"519","the_nation",40893
"520","toward_the",40802
"521","who_have",40786
"522","get_the",40723
"523","with_their",40662
"524","had_the",40624
"525","is_one",40611
"526","and_when",40499
"527","seems_to",40413
"528","the_future",40393
"529","for_you",40216
"530","it_had",40148
"531","in_addition",40144
"532","was_going",40124
"533","to_put",40077
"534","the_more",39952
"535","no_longer",39943
"536","but_there",39898
"537","what_was",39897
"538","said_the",39839
"539","was_an",39815
"540","a_large",39762
"541","began_to",39749
"542","for_an",39595
"543","to_an",39548
"544","you_get",39509
"545","along_with",39497
"546","and_not",39478
"547","are_a",39431
"548","the_big",39323
"549","order_to",39300
"550","a_moment",39254
"551","what_it",39170
"552","she_could",39092
"553","would_not",39028
"554","but_not",39013
"555","how_much",38899
"556","just_as",38889
"557","in_one",38814
"558","san_francisco",38797
"559","but_she",38713
"560","et_al",38698
"561","i_got",38621
"562","came_to",38509
"563","while_the",38369
"564","you_ca",38352
"565","you_can't",38349
"566","members_of",38342
"567","the_room",38298
"568","a_woman",38150
"569","even_though",38088
"570","for_all",38088
"571","his_head",38056
"572","think_the",37964
"573","and_all",37963
"574","to_my",37962
"575","up_a",37933
"576","could_not",37921
"577","along_the",37874
"578","and_is",37810
"579","the_ground",37774
"580","that_will",37704
"581","make_it",37685
"582","believe_that",37673
"583","the_war",37483
"584","the_idea",37412
"585","who_has",37381
"586","terms_of",37347
"587","two_years",37207
"588","make_the",37190
"589","not_have",37189
"590","she_did",37180
"591","so_many",37167
"592","wants_to",37094
"593","seemed_to",37081
"594","and_now",37067
"595","hard_to",37027
"596","i_guess",36988
"597","to_that",36954
"598","the_water",36925
"599","even_if",36909
"600","they_don't",36883
"601","that_in",36863
"602","very_much",36823
"603","the_question",36815
"604","said_he",36799
"605","and_how",36765
"606","but_in",36686
"607","down_to",36665
"608","this_time",36570
"609","a_number",36487
"610","out_there",36441
"611","be_in",36386
"612","was_no",36345
"613","n't_get",36307
"614","which_the",36147
"615","they_could",36144
"616","the_story",36139
"617","years_of",36133
"618","the_family",36125
"619","his_wife",36070
"620","was_that",35980
"621","do_that",35958
"622","not_going",35941
"623","that_had",35884
"624","going_on",35872
"625","to_think",35827
"626","people_in",35795
"627","a_single",35784
"628","he_does",35754
"629","n't_you",35735
"630","was_just",35667
"631","and_was",35655
"632","is_also",35540
"633","a_more",35476
"634","because_he",35420
"635","and_for",35388
"636","director_of",35334
"637","only_a",35260
"638","at_her",35221
"639","a_bit",35055
"640","he_didn't",35028
"641","seem_to",35023
"642","i_will",34867
"643","the_early",34840
"644","do_with",34808
"645","that_have",34798
"646","and_even",34744
"647","to_pay",34591
"648","looking_for",34590
"649","my_mother",34526
"650","we_need",34458
"651","to_play",34420
"652","in_terms",34415
"653","in_washington",34363
"654","you_see",34311
"655","on_my",34285
"656","or_not",34256
"657","of_time",34154
"658","with_him",34143
"659","the_road",34021
"660","are_going",34004
"661","for_him",33986
"662","a_time",33951
"663","the_car",33791
"664","is_now",33773
"665","a_week",33682
"666","were_not",33599
"667","ability_to",33591
"668","the_great",33573
"669","a_day",33562
"670","los_angeles",33431
"671","where_he",33431
"672","us_to",33410
"673","not_just",33378
"674","lack_of",33366
"675","will_not",33317
"676","might_have",33203
"677","are_in",33192
"678","too_much",33173
"679","will_have",33167
"680","can_do",33125
"681","she_has",33074
"682","the_year",33061
"683","in_other",33060
"684","president_of",33012
"685","she_would",33003
"686","like_this",32975
"687","the_very",32968
"688","that_can",32895
"689","and_as",32865
"690","looking_at",32785
"691","and_an",32783
"692","the_federal",32768
"693","looked_at",32767
"694","which_was",32748
"695","at_that",32630
"696","out_in",32607
"697","same_time",32592
"698","n't_even",32554
"699","we_will",32553
"700","amount_of",32529
"701","made_a",32386
"702","for_more",32254
"703","continue_to",32233
"704","close_to",32230
"705","think_of",32213
"706","the_school",32184
"707","if_she",32176
"708","the_front",32119
"709","of_new",32088
"710","we_did",31958
"711","through_a",31929
"712","supposed_to",31928
"713","her_to",31922
"714","at_home",31921
"715","a_second",31899
"716","to_them",31844
"717","they_will",31821
"718","but_also",31790
"719","that_if",31789
"720","the_floor",31775
"721","with_us",31732
"722","had_no",31700
"723","thousands_of",31681
"724","on_that",31625
"725","told_me",31581
"726","on_to",31556
"727","in_all",31549
"728","is_what",31548
"729","at_his",31508
"730","top_of",31508
"731","my_father",31506
"732","the_night",31498
"733","last_week",31494
"734","for_that",31491
"735","the_street",31384
"736","i_knew",31316
"737","so_it",31311
"738","get_to",31292
"739","talk_to",31274
"740","is_still",31201
"741","deal_with",31039
"742","so_you",31031
"743","group_of",30881
"744","we_could",30857
"745","to_try",30841
"746","way_of",30785
"747","it_can",30773
"748","who_were",30707
"749","much_more",30700
"750","behind_the",30658
"751","health_care",30547
"752","in_and",30514
"753","back_and",30478
"754","up_on",30472
"755","out_and",30463
"756","about_this",30461
"757","all_that",30366
"758","a_major",30124
"759","should_have",30086
"760","so_we",30022
"761","take_the",29988
"762","things_that",29975
"763","with_this",29969
"764","were_the",29960
"765","the_process",29959
"766","and_one",29921
"767","may_not",29914
"768","of_life",29902
"769","it_all",29892
"770","so_far",29857
"771","until_the",29850
"772","about_that",29813
"773","to_meet",29736
"774","with_that",29689
"775","the_entire",29663
"776","the_west",29642
"777","right_to",29612
"778","to_bring",29590
"779","for_it",29574
"780","but_a",29505
"781","with_it",29489
"782","that_were",29488
"783","then_the",29479
"784","to_it",29425
"785","it_and",29421
"786","and_my",29407
"787","his_father",29403
"788","to_your",29381
"789","then_he",29374
"790","level_of",29350
"791","little_bit",29306
"792","found_that",29270
"793","on_your",29252
"794","something_that",29237
"795","the_current",29197
"796","have_no",29180
"797","the_table",29154
"798","to_ask",29127
"799","here_in",29124
"800","ready_to",29119
"801","involved_in",29050
"802","its_own",29040
"803","his_eyes",29020
"804","think_we",28874
"805","and_some",28861
"806","of_which",28846
"807","it_wasn't",28818
"808","how_the",28804
"809","a_different",28789
"810","any_of",28744
"811","them_in",28739
"812","the_money",28671
"813","but_if",28663
"814","the_point",28577
"815","the_real",28571
"816","it_could",28534
"817","where_they",28530
"818","of_you",28516
"819","for_them",28511
"820","to_show",28484
"821","the_game",28467
"822","white_house",28450
"823","to_live",28417
"824","to_stay",28410
"825","willing_to",28393
"826","what_happened",28390
"827","a_child",28349
"828","to_leave",28285
"829","come_back",28275
"830","tell_me",28265
"831","only_one",28230
"832","next_to",28229
"833","these_are",28229
"834","i_saw",28221
"835","that_could",28195
"836","then_i",28172
"837","the_following",28165
"838","n't_do",28162
"839","and_said",28136
"840","form_of",28125
"841","even_the",28084
"842","think_about",28042
"843","it_did",28030
"844","about_what",28008
"845","the_book",28001
"846","has_the",27957
"847","the_main",27953
"848","her_own",27927
"849","what_are",27925
"850","know_how",27878
"851","you_will",27873
"852","to_move",27845
"853","in_any",27835
"854","with_you",27828
"855","you_would",27802
"856","i_believe",27775
"857","you_need",27766
"858","throughout_the",27753
"859","out_a",27752
"860","was_so",27708
"861","is_this",27704
"862","to_hear",27701
"863","associated_with",27699
"864","how_do",27552
"865","this_country",27541
"866","to_provide",27453
"867","we_should",27440
"868","so_the",27426
"869","it_seems",27339
"870","i_wanted",27328
"871","history_of",27327
"872","much_as",27183
"873","from_her",27130
"874","to_our",27104
"875","the_kind",27053
"876","can_you",26946
"877","to_create",26941
"878","all_over",26909
"879","over_a",26906
"880","become_a",26841
"881","make_sure",26837
"882","decided_to",26829
"883","we_know",26804
"884","a_result",26795
"885","her_husband",26743
"886","state_of",26741
"887","with_my",26702
"888","after_all",26697
"889","the_children",26693
"890","to_become",26693
"891","series_of",26682
"892","they_want",26678
"893","the_three",26664
"894","for_instance",26611
"895","the_law",26573
"896","me_that",26554
"897","my_life",26549
"898","would_you",26527
"899","the_woman",26499
"900","how_many",26462
"901","type_of",26416
"902","the_truth",26404
"903","the_phone",26397
"904","to_stop",26397
"905","when_a",26340
"906","the_program",26275
"907","to_change",26272
"908","have_an",26247
"909","of_being",26241
"910","hundreds_of",26218
"911","this_week",26203
"912","on_it",26200
"913","of_one",26175
"914","the_center",26170
"915","the_use",26136
"916","it_may",26120
"917","needed_to",26116
"918","do_the",26101
"919","have_you",26087
"920","this_morning",26086
"921","is_more",26057
"922","her_mother",26042
"923","access_to",26037
"924","the_military",26000
"925","with_me",25986
"926","every_day",25956
"927","for_some",25925
"928","he_can",25879
"929","with_its",25796
"930","to_understand",25760
"931","the_field",25577
"932","the_work",25576
"933","known_as",25564
"934","didn't_know",25538
"935","you_and",25517
"936","the_police",25506
"937","him_in",25471
"938","to_buy",25465
"939","think_i",25420
"940","the_third",25392
"941","five_years",25370
"942","even_more",25363
"943","which_he",25346
"944","if_there",25345
"945","it_doesn't",25328
"946","a_whole",25324
"947","piece_of",25284
"948","man_who",25163
"949","a_group",25146
"950","and_with",25145
"951","the_beginning",25142
"952","due_to",25125
"953","a_real",25116
"954","near_the",25100
"955","an_hour",25065
"956","and_on",25058
"957","long_as",25046
"958","the_senate",25027
"959","that_of",25024
"960","the_bottom",25024
"961","i_love",24975
"962","one_thing",24965
"963","you_did",24962
"964","expected_to",24957
"965","idea_of",24935
"966","variety_of",24924
"967","me_and",24911
"968","and_have",24905
"969","and_had",24879
"970","better_than",24878
"971","but_this",24864
"972","be_more",24837
"973","three_years",24837
"974","kinds_of",24818
"975","the_late",24817
"976","the_final",24804
"977","the_kitchen",24795
"978","for_us",24794
"979","as_to",24780
"980","think_you",24726
"981","him_and",24639
"982","we_would",24636
"983","took_a",24610
"984","it_up",24596
"985","people_to",24595
"986","each_of",24552
"987","about_to",24547
"988","two_of",24531
"989","that_his",24530
"990","in_many",24507
"991","half_of",24471
"992","interested_in",24460
"993","but_when",24451
"994","the_area",24436
"995","the_study",24436
"996","a_while",24420
"997","the_wall",24401
"998","the_issue",24394
"999","but_what",24387
"1000","the_morning",24362
"1001","i_feel",24342
"1002","over_to",24312
"1003","to_learn",24305
"1004","was_one",24262
"1005","you_say",24257
"1006","at_him",24246
"1007","must_have",24217
"1008","said_to",24206
"1009","has_not",24194
"1010","is_just",24160
"1011","just_the",24158
"1012","member_of",24138
"1013","my_own",24134
"1014","gon_na",24120
"1015","time_in",24111
"1016","with_them",24082
"1017","so_they",24074
"1018","that_one",24061
"1019","is_very",24052
"1020","n't_see",23993
"1021","of_other",23990
"1022","and_has",23921
"1023","is_so",23907
"1024","the_group",23905
"1025","were_in",23902
"1026","you_should",23858
"1027","me_a",23821
"1028","think_he",23807
"1029","her_head",23806
"1030","to_protect",23793
"1031","related_to",23782
"1032","her_eyes",23759
"1033","time_for",23753
"1034","it_a",23752
"1035","the_south",23736
"1036","the_sun",23702
"1037","his_face",23698
"1038","was_on",23658
"1039","it_as",23636
"1040","you_go",23594
"1041","we_want",23540
"1042","they_say",23527
"1043","long_time",23507
"1044","with_your",23499
"1045","this_one",23489
"1046","at_me",23474
"1047","outside_the",23474
"1048","difficult_to",23433
"1049","was_still",23414
"1050","the_body",23383
"1051","of_any",23366
"1052","about_how",23356
"1053","n't_like",23317
"1054","can_get",23307
"1055","is_there",23304
"1056","needs_to",23280
"1057","none_of",23263
"1058","up_for",23254
"1059","the_church",23239
"1060","the_word",23236
"1061","it_for",23223
"1062","to_build",23207
"1063","to_start",23166
"1064","called_the",23146
"1065","it_on",23142
"1066","the_economy",23139
"1067","go_back",23138
"1068","result_of",23127
"1069","to_what",23123
"1070","only_the",23115
"1071","a_better",23101
"1072","to_us",23096
"1073","and_at",23086
"1074","both_the",23075
"1075","the_system",23059
"1076","i_felt",23043
"1077","to_one",23004
"1078","full_of",23002
"1079","i_went",23001
"1080","you_had",22978
"1081","i_say",22969
"1082","as_long",22960
"1083","be_an",22945
"1084","use_the",22943
"1085","what_she",22915
"1086","had_not",22862
"1087","tend_to",22852
"1088","onto_the",22850
"1089","years_old",22846
"1090","where_you",22835
"1091","can_see",22802
"1092","time_and",22802
"1093","middle_of",22794
"1094","all_this",22766
"1095","are_more",22760
"1096","chance_to",22725
"1097","says_he",22723
"1098","a_sense",22696
"1099","it_out",22679
"1100","the_results",22657
"1101","more_of",22628
"1102","i_see",22619
"1103","one_day",22616
"1104","have_had",22591
"1105","to_run",22584
"1106","live_in",22570
"1107","of_how",22562
"1108","a_place",22554
"1109","a_chance",22489
"1110","been_in",22484
"1111","the_window",22460
"1112","on_an",22455
"1113","says_the",22444
"1114","the_child",22444
"1115","to_win",22435
"1116","set_of",22427
"1117","the_market",22420
"1118","made_the",22386
"1119","to_its",22383
"1120","the_name",22318
"1121","find_out",22305
"1122","interest_in",22304
"1123","the_men",22267
"1124","be_used",22258
"1125","one_that",22248
"1126","why_do",22226
"1127","any_other",22224
"1128","i_told",22223
"1129","find_a",22222
"1130","in_it",22200
"1131","so_he",22173
"1132","i_never",22172
"1133","the_team",22171
"1134","the_things",22171
"1135","role_in",22157
"1136","not_in",22155
"1137","and_do",22124
"1138","many_people",22119
"1139","in_these",22110
"1140","from_their",22080
"1141","like_it",22080
"1142","focus_on",22066
"1143","point_of",22058
"1144","a_young",22049
"1145","were_a",22038
"1146","was_very",22036
"1147","you_just",22020
"1148","up_at",22017
"1149","now_that",21986
"1150","his_mother",21927
"1151","the_former",21923
"1152","been_the",21916
"1153","he_and",21875
"1154","his_life",21871
"1155","put_it",21840
"1156","care_of",21829
"1157","that_way",21780
"1158","the_moment",21778
"1159","in_america",21745
"1160","i_couldn't",21734
"1161","it_with",21708
"1162","important_to",21696
"1163","the_political",21685
"1164","is_on",21663
"1165","a_series",21657
"1166","of_some",21653
"1167","a_problem",21650
"1168","with_all",21630
"1169","to_avoid",21614
"1170","and_are",21578
"1171","most_important",21576
"1172","vice_president",21556
"1173","the_local",21554
"1174","made_it",21541
"1175","the_need",21510
"1176","get_out",21464
"1177","out_that",21416
"1178","because_we",21386
"1179","didn't_have",21362
"1180","him_a",21341
"1181","as_far",21328
"1182","the_biggest",21323
"1183","the_power",21293
"1184","out_on",21281
"1185","the_job",21279
"1186","a_certain",21268
"1187","opportunity_to",21212
"1188","nature_of",21208
"1189","lots_of",21198
"1190","a_person",21155
"1191","or_more",21144
"1192","he_will",21137
"1193","have_not",21123
"1194","time_of",21117
"1195","the_community",21106
"1196","no_matter",21089
"1197","the_students",21083
"1198","the_young",21076
"1199","at_first",21024
"1200","the_place",21024
"1201","could_see",21005
"1202","in_iraq",21005
"1203","on_its",20957
"1204","into_his",20911
"1205","the_show",20891
"1206","a_month",20889
"1207","the_court",20845
"1208","the_line",20791
"1209","would_like",20770
"1210","his_first",20764
"1211","to_let",20758
"1212","set_up",20753
"1213","your_own",20751
"1214","inside_the",20734
"1215","a_huge",20705
"1216","his_hand",20696
"1217","range_of",20678
"1218","has_become",20667
"1219","for_one",20662
"1220","or_even",20656
"1221","the_soviet",20648
"1222","for_your",20647
"1223","are_still",20609
"1224","ought_to",20609
"1225","the_women",20584
"1226","the_media",20575
"1227","addition_to",20553
"1228","designed_to",20529
"1229","other_hand",20525
"1230","didn't_want",20507
"1231","the_internet",20480
"1232","that_people",20464
"1233","for_those",20440
"1234","i_like",20429
"1235","of_him",20428
"1236","this_study",20427
"1237","need_for",20422
"1238","and_of",20421
"1239","being_a",20415
"1240","and_no",20394
"1241","including_the",20385
"1242","down_and",20364
"1243","far_as",20361
"1244","if_a",20353
"1245","the_long",20347
"1246","what_about",20343
"1247","development_of",20342
"1248","the_north",20342
"1249","where_i",20339
"1250","an_old",20330
"1251","know_the",20328
"1252","return_to",20292
"1253","a_former",20285
"1254","and_others",20285
"1255","view_of",20266
"1256","attention_to",20237
"1257","see_a",20233
"1258","is_about",20228
"1259","although_the",20202
"1260","bit_of",20198
"1261","not_been",20195
"1262","what_to",20195
"1263","to_call",20188
"1264","having_a",20166
"1265","that_all",20145
"1266","back_of",20133
"1267","we_all",20128
"1268","found_in",20127
"1269","i_really",20126
"1270","you_look",20116
"1271","but_as",20105
"1272","here_is",20103
"1273","the_little",20092
"1274","the_kids",20078
"1275","said_it",20062
"1276","says_that",20025
"1277","the_head",20024
"1278","to_all",20007
"1279","attempt_to",20003
"1280","for_its",19992
"1281","think_they",19984
"1282","she_didn't",19984
"1283","he_wanted",19977
"1284","was_also",19963
"1285","the_original",19961
"1286","the_boy",19951
"1287","as_in",19943
"1288","you_might",19941
"1289","got_the",19933
"1290","waiting_for",19929
"1291","about_his",19927
"1292","beyond_the",19890
"1293","you_may",19879
"1294","just_like",19878
"1295","but_then",19875
"1296","given_the",19872
"1297","matter_of",19866
"1298","majority_of",19864
"1299","no_more",19863
"1300","and_get",19859
"1301","you_got",19843
"1302","the_side",19831
"1303","you_a",19814
"1304","this_case",19812
"1305","i_asked",19811
"1306","all_these",19810
"1307","the_years",19791
"1308","for_years",19789
"1309","see_that",19750
"1310","some_people",19749
"1311","of_two",19742
"1312","comes_to",19738
"1313","case_of",19719
"1314","i_hope",19709
"1315","go_on",19692
"1316","levels_of",19689
"1317","the_black",19680
"1318","he_also",19674
"1319","to_turn",19660
"1320","the_region",19637
"1321","and_by",19635
"1322","the_international",19626
"1323","do_this",19613
"1324","by_his",19591
"1325","of_american",19577
"1326","told_him",19563
"1327","because_you",19527
"1328","parts_of",19515
"1329","an_important",19513
"1330","a_half",19458
"1331","which_are",19455
"1332","the_us",19453
"1333","to_speak",19452
"1334","or_two",19448
"1335","to_those",19447
"1336","he_knew",19427
"1337","he_told",19416
"1338","the_present",19400
