"","String","Count"
"85","other_side_of_the",8473
"1936","i_would_love_to",8410
"69","not_going_to_be",8371
"1937","it's_going_to_be",8360
"567","as_long_as_i",8298
"145","to_be_in_the",8273
"66","to_make_sure_that",8228
"101","to_take_care_of",8215
"71","and_a_lot_of",8199
"1938","hope_to_see_you",8180
"1974","i_don't_think_i",8150
"330","there_are_so_many",8103
"198","end_of_the_day",8075
"311","as_long_as_the",7957
"81","and_one_of_the",7914
"89","in_the_context_of",7883
"92","i_want_you_to",7849
"185","the_name_of_the",7817
"79","in_terms_of_the",7794
"98","in_one_of_the",7766
"151","this_is_going_to",7750
"204","when_i_was_a",7684
"1939","i_don't_know_what",7650
"106","one_of_the_first",7604
"155","on_top_of_the",7556
"80","at_the_time_of",7482
"486","as_soon_as_i",7475
"1940","on_my_way_to",7400
"129","it_would_have_been",7363
"133","in_the_name_of",7325
"1657","and_i_think_i",7321
"138","a_part_of_the",7301
"400","one_of_the_great",7297
"117","one_of_the_few",7291
"1941","have_a_great_weekend",7280
"120","that_there_is_a",7237
"2800","i_don't_know_i",7160
"147","the_rest_of_us",7153
"366","trying_to_figure_out",7129
"729","you_so_much_for",7125
"134","in_the_back_of",7099
"148","you_have_to_be",7088
"157","this_is_not_a",7085
"184","from_time_to_time",7056
"70","on_the_part_of",7047
"83","of_the_things_that",7007
"67","in_the_middle_east",7000
"277","this_is_one_of",7000
"172","at_the_bottom_of",6986
"149","you_know_what_i",6984
"125","i_think_that_the",6979
"128","in_and_out_of",6935
"762","at_one_of_the",6924
"108","in_addition_to_the",6882
"205","be_one_of_the",6878
"265","for_a_couple_of",6878
"175","to_come_up_with",6869
"115","in_the_history_of",6853
"336","on_the_way_to",6850
"50","when_we_come_back",6817
"179","the_only_way_to",6817
"121","it_is_important_to",6816
"153","in_the_process_of",6783
"191","to_get_rid_of",6740
"242","you_have_to_do",6730
"90","at_a_time_when",6718
"2301","but_i_think_i",6717
"1942","had_a_great_time",6690
"203","n't_know_how_to",6685
"568","be_a_part_of",6685
"2023","here_are_a_few",6676
"1943","let_me_know_if",6660
"135","a_lot_of_things",6653
"323","you_want_to_be",6646
"282","know_what_to_do",6628
"169","all_over_the_world",6598
"246","to_one_of_the",6570
"271","is_part_of_the",6523
"167","n't_know_what_to",6521
"171","as_part_of_a",6495
"449","i_want_to_go",6494
"158","some_of_the_most",6484
"210","for_the_sake_of",6482
"170","i_think_it_was",6477
"359","in_front_of_me",6470
"112","a_lot_of_money",6466
"195","n't_have_to_be",6462
"1944","you_don't_have_to",6460
"571","i_had_no_idea",6389
"406","you_are_going_to",6379
"201","and_the_rest_of",6355
"160","at_the_age_of",6328
"107","as_a_matter_of",6309
"212","had_a_lot_of",6288
"274","over_and_over_again",6287
"494","i_want_to_do",6286
"181","going_to_be_the",6282
"248","to_get_to_the",6281
"199","not_be_able_to",6232
"232","should_be_able_to",6219
"142","going_to_have_a",6218
"126","the_size_of_the",6199
"174","all_the_way_to",6192
"551","want_to_go_to",6182
"321","this_is_the_first",6166
"132","on_the_edge_of",6163
"103","it_seems_to_me",6159
"1975","i_don't_have_a",6140
"197","on_the_side_of",6131
"224","i_think_it_is",6107
"464","a_couple_of_weeks",6105
"428","to_get_back_to",6092
"162","with_the_help_of",6068
"211","let_me_tell_you",6068
"352","i_just_wanted_to",6042
"123","what_do_you_mean",6035
"266","there_will_be_a",6028
"229","in_the_way_of",6022
"1624","thank_you_for_your",6010
"1945","i_don't_know_if",6000
"392","would_you_like_to",5989
"144","of_one_of_the",5986
"208","at_the_university_of",5976
"207","to_the_fact_that",5949
"192","and_i_think_the",5935
"1946","thanks_for_the_mention",5920
"220","and_i_want_to",5908
"141","in_an_effort_to",5893
"225","n't_be_able_to",5847
"113","the_head_of_the",5841
"309","find_a_way_to",5816
"1947","hope_you_have_a",5810
"1948","i_look_forward_to",5800
"73","let_me_ask_you",5797
"339","do_you_have_any",5793
"150","to_look_at_the",5791
"161","rest_of_the_world",5788
"313","to_be_one_of",5774
"188","the_front_of_the",5765
"136","the_heart_of_the",5762
"235","get_out_of_the",5762
"320","to_be_part_of",5748
"146","the_history_of_the",5745
"223","as_far_as_i",5739
"217","i_can_tell_you",5735
"256","out_of_the_way",5725
"792","a_lot_of_fun",5722
"273","was_supposed_to_be",5706
"219","a_couple_of_years",5702
"250","on_the_back_of",5679
"1949","looking_forward_to_the",5660
"173","in_front_of_a",5648
"152","the_time_of_the",5617
"182","what_was_going_on",5606
"849","a_few_weeks_ago",5601
"329","once_in_a_while",5599
"281","to_be_on_the",5591
"218","over_the_course_of",5553
"264","with_a_lot_of",5551
"251","in_new_york_city",5546
"214","go_back_to_the",5529
"226","the_way_to_the",5516
"82","president_of_the_united",5509
"1950","so_much_for_the",5500
"578","figure_out_how_to",5494
"626","i_went_to_the",5483
"124","on_the_one_hand",5461
"163","to_deal_with_the",5453
"866","as_you_can_see",5419
"139","in_the_center_of",5409
"190","is_not_going_to",5399
"1526","did_you_know_that",5391
"237","a_look_at_the",5389
"186","one_of_the_reasons",5386
"437","the_only_thing_that",5373
"401","as_long_as_you",5365
"275","i_think_this_is",5363
"658","the_rest_of_my",5359
"299","what_do_you_do",5346
"255","have_been_able_to",5295
"298","come_up_with_a",5294
"408","i_was_in_the",5281
"1951","i_need_to_get",5280
"468","what_to_do_with",5278
"643","have_to_go_to",5235
"962","thought_it_would_be",5231
"1952","i_don't_know_how",5220
"761","i_want_to_see",5178
"156","are_more_likely_to",5176
"419","is_a_lot_of",5170
"143","in_the_wake_of",5153
"737","the_only_one_who",5133
"493","i_was_trying_to",5131
"503","it_will_be_a",5114
"499","may_or_may_not",5113
"920","i_have_to_go",5102
"1953","that_awkward_moment_when",5100
"358","it_was_time_to",5091
"245","for_all_of_us",5087
"432","by_the_time_i",5087
"269","good_to_see_you",5086
"364","but_i_think_it",5077
"714","it_was_a_good",5073
"293","you_want_me_to",5071
"1521","it_was_a_great",5064
"1822","one_of_the_big",5062
"206","in_the_hands_of",5056
"331","middle_of_the_night",5040
"413","a_few_of_the",5039
"3089","if_you_have_an",5030
"794","i_thought_i_was",5029
"283","the_middle_of_a",5027
"360","the_start_of_the",5020
"302","it_was_going_to",5015
"244","what_do_you_want",5014
"1954","i'm_not_going_to",5000
"516","a_couple_of_days",4999
"168","a_wide_range_of",4997
"461","the_end_of_this",4988
"300","and_the_fact_that",4983
"272","in_the_same_way",4978
"241","has_to_do_with",4952
"100","do_you_think_that",4907
"180","the_two_of_them",4905
"1955","thanks_for_the_#ff",4900
"453","as_soon_as_the",4892
"488","have_to_do_is",4888
"183","the_part_of_the",4883
"236","in_the_long_run",4882
"1956","is_one_of_my",4880
"632","all_over_the_place",4874
"213","the_fact_that_he",4871
"1957","i_wish_i_had",4870
"348","do_you_think_the",4830
"1958","looking_forward_to_seeing",4820
"856","and_i_have_to",4816
"104","and_i_think_it",4815
"105","and_the_united_states",4811
"393","to_talk_to_you",4806
"623","to_figure_out_how",4797
"382","to_the_end_of",4793
"1959","hope_all_is_well",4790
"291","to_the_point_where",4789
"344","it_was_one_of",4765
"325","it_has_to_be",4764
"630","when_i_was_in",4760
"305","out_to_be_a",4751
"109","for_being_with_us",4747
"110","that_the_united_states",4739
"1028","for_a_few_days",4732
"851","to_be_a_good",4729
"234","the_course_of_the",4725
"479","be_able_to_get",4715
"1611","in_a_long_time",4704
"694","that_would_be_a",4702
"1960","for_those_of_you",4700
"286","in_an_attempt_to",4699
"263","the_end_of_a",4696
"1961","wait_to_see_you",4690
"216","the_vast_majority_of",4676
"319","you_want_to_do",4674
"826","n't_know_if_i",4654
"257","did_not_want_to",4647
"889","is_one_of_those",4646
"194","for_more_than_a",4634
"1962","i_don't_have_to",4630
"288","of_some_of_the",4628
"376","despite_the_fact_that",4613
"1963","can't_wait_for_the",4610
"426","are_some_of_the",4605
"187","a_result_of_the",4595
"326","that_there_is_no",4584
"253","of_the_fact_that",4583
"1964","a_great_way_to",4580
"538","want_to_be_a",4579
"119","the_president_of_the",4573
"396","had_a_chance_to",4566
"122","the_united_states_is",4540
"357","was_a_lot_of",4529
"727","fell_in_love_with",4525
"280","in_the_living_room",4520
"1965","i_don't_know_why",4510
"411","has_nothing_to_do",4506
"294","the_majority_of_the",4494
"230","the_size_of_a",4492
"1966","i_wish_i_was",4490
"423","have_to_worry_about",4485
"240","both_sides_of_the",4472
"315","with_the_exception_of",4472
"412","something_to_do_with",4466
"268","would_have_to_be",4461
"394","they_are_going_to",4458
"734","some_of_the_best",4457
"374","the_power_of_the",4446
"1181","to_be_a_part",4445
"1967","looking_forward_to_it",4440
"375","to_do_with_it",4416
"688","what_is_going_on",4403
"415","with_the_rest_of",4401
"227","at_the_heart_of",4394
"421","might_be_able_to",4391
"1968","for_the_shout_out",4390
"431","a_long_time_ago",4368
"262","that_there_was_a",4363
"1249","it_has_been_a",4359
"362","be_able_to_do",4358
"310","it_was_the_first",4352
"389","would_like_to_see",4350
"1585","have_no_idea_what",4346
"127","the_nature_of_the",4343
"1969","those_of_you_who",4340
"290","on_the_verge_of",4335
"260","are_we_going_to",4334
"317","to_take_advantage_of",4330
"2142","if_you_are_in",4330
"460","those_of_us_who",4329
"276","and_some_of_the",4322
"221","a_matter_of_fact",4311
"327","that_it_would_be",4311
"899","this_is_what_i",4306
"270","as_far_as_the",4303
"534","i_wanted_to_be",4303
"1970","i_didn't_want_to",4300
"252","they_were_going_to",4296
"1971","you_don't_want_to",4290
"587","to_figure_out_what",4284
"335","but_at_the_same",4283
"285","by_the_fact_that",4281
"301","that_this_is_a",4276
"690","to_learn_how_to",4270
"334","the_face_of_the",4264
"905","you_can_see_the",4264
"130","if_you_look_at",4263
"427","and_it_was_a",4262
"377","was_the_first_time",4253
"345","to_the_top_of",4251
"343","anything_to_do_with",4227
"131","talk_of_the_nation",4226
"1033","the_last_time_i",4218
"601","a_whole_lot_of",4216
"287","there_has_been_a",4214
"356","would_be_able_to",4210
"831","the_first_day_of",4202
"316","that_one_of_the",4201
"1972","thanks_for_the_shout",4200
"404","that_it_was_a",4194
"708","do_not_want_to",4181
"1973","you_have_a_great",4180
"1150","this_time_of_year",4175
"523","the_last_couple_of",4173
"820","to_keep_up_with",4172
"259","a_little_bit_more",4166
"670","there_is_a_lot",4165
"454","for_as_long_as",4152
"332","we_were_going_to",4151
"458","it_was_just_a",4141
"371","n't_want_to_go",4111
"297","two_and_a_half",4106
"919","in_the_near_future",4105
"1151","you_can_do_it",4094
"278","at_the_expense_of",4087
"312","the_first_time_since",4084
"140","executive_director_of_the",4082
"495","with_some_of_the",4072
"1362","and_i_have_a",4062
"1121","i_have_to_do",4037
"391","one_of_the_biggest",4034
"355","are_going_to_have",4031
"341","how_do_you_know",4029
"387","as_a_way_to",4025
"1976","i_love_you_so",4020
"536","have_a_chance_to",4015
"444","the_fact_that_it",4013
"638","to_do_the_same",4008
"513","do_you_know_what",4005
"648","in_a_couple_of",4004
"451","i_want_to_know",3992
"1977","if_you_have_any",3990
"369","the_fact_that_they",3983
"1978","me_know_if_you",3980
"373","the_most_important_thing",3978
"380","it_used_to_be",3977
"314","up_and_down_the",3972
"1979","i_can't_wait_for",3970
"1980","would_love_to_see",3960
"679","seems_to_be_a",3954
"739","is_supposed_to_be",3950
"390","got_a_lot_of",3949
"535","it_is_hard_to",3948
"304","that_a_lot_of",3940
"378","by_the_time_the",3939
"600","going_to_be_in",3938
"425","to_find_out_what",3920
"1981","hope_you_had_a",3920
"598","at_the_very_least",3913
"476","if_there_is_a",3899
"2475","i'm_not_sure_i",3890
"530","end_of_the_year",3889
"395","have_the_right_to",3887
"733","in_the_morning_and",3887
"342","want_to_talk_about",3878
"1982","i'm_going_to_be",3870
"1430","but_i_have_to",3862
"365","in_a_lot_of",3860
"289","in_a_variety_of",3856
"2365","at_this_point_i",3856
"1062","as_much_as_the",3851
"1983","i'm_looking_forward_to",3850
"159","the_united_states_has",3833
"718","one_of_the_greatest",3828
"1423","there_are_a_few",3826
"490","in_the_last_few",3820
"769","for_a_few_minutes",3816
"422","this_is_a_very",3808
"1087","n't_know_what_i",3806
"1984","can't_wait_to_get",3800
"1985","i_really_want_to",3790
"563","know_what_i_mean",3789
"166","the_extent_to_which",3786
"1057","i_was_a_little",3786
"322","she_was_going_to",3785
"879","i_would_have_to",3783
"515","as_long_as_they",3782
"347","and_there_was_a",3779
"1292","not_being_able_to",3775
"837","on_a_regular_basis",3773
"475","out_of_the_house",3772
"527","would_have_been_a",3759
"483","this_is_not_the",3758
"1986","you_would_like_to",3750
"609","going_to_try_to",3747
"917","it_is_going_to",3747
"918","on_a_daily_basis",3747
"381","of_the_most_important",3745
"603","be_part_of_the",3745
"349","do_you_think_you",3742
"338","year_and_a_half",3740
"1987","can_i_get_a",3740
"386","to_talk_about_the",3727
"328","are_not_going_to",3719
"443","on_one_of_the",3717
"677","in_the_world_of",3716
"766","what_i_want_to",3711
"933","a_lot_of_work",3700
"654","we_were_able_to",3699
"894","there_is_no_way",3693
"337","the_use_of_the",3690
"1125","my_husband_and_i",3685
"519","to_the_point_of",3674
"713","in_the_next_few",3674
"506","the_last_few_years",3671
"1988","love_you_so_much",3670
"452","is_the_fact_that",3665
"497","it_was_a_very",3664
"420","the_quality_of_the",3660
"177","you_look_at_the",3653
"695","i_want_to_get",3651
"681","but_it_was_a",3650
"662","was_one_of_those",3645
"465","the_past_few_years",3642
"496","have_to_deal_with",3636
"1189","at_some_of_the",3621
"502","for_most_of_the",3618
"487","the_fact_that_we",3613
"882","to_go_to_a",3612
"471","for_a_lot_of",3611
"508","the_story_of_the",3606
"992","and_i_had_to",3606
"747","has_a_lot_of",3603
"472","to_go_out_and",3601
"1465","do_you_think_i",3596
"445","the_problem_is_that",3595
"774","a_copy_of_the",3581
"1093","the_only_thing_i",3579
"782","to_be_in_a",3571
"189","at_the_center_of",3570
"1117","i_was_a_kid",3563
"1989","makes_me_want_to",3560
"539","from_all_over_the",3554
"698","in_order_to_get",3547
"509","there_would_be_no",3544
"492","it_is_not_a",3543
"620","at_the_start_of",3540
"1990","if_you_are_a",3540
"706","in_the_right_direction",3529
"1137","you_just_have_to",3529
"193","tens_of_thousands_of",3527
"700","do_you_think_of",3525
"1712","i_have_a_lot",3524
"384","to_take_a_break",3512
"972","the_back_of_my",3511
"676","have_to_be_a",3507
"196","as_if_it_were",3499
"1336","a_friend_of_mine",3496
"576","turns_out_to_be",3487
"585","to_the_rest_of",3486
"938","a_few_months_ago",3486
"1059","the_rest_of_your",3485
"436","and_out_of_the",3473
"410","out_of_the_car",3469
"846","as_much_as_possible",3463
"1285","get_a_chance_to",3461
"202","in_the_course_of",3460
"884","believe_it_or_not",3441
"1991","happy_mothers_day_to",3440
"209","hundreds_of_thousands_of",3413
"1992","let_us_know_if",3400
"1993","a_chance_to_win",3400
"1994","i_thought_i_would",3400
"610","as_long_as_it",3392
"832","thought_it_was_a",3392
"613","that_you_have_to",3388
"614","there_will_be_no",3388
"1007","right_in_front_of",3388
"1692","this_is_a_great",3384
"525","at_the_back_of",3380
"215","in_front_of_him",3378
"1084","i_want_to_make",3369
"715","you_want_to_know",3360
"1301","would_be_a_good",3353
"619","you_want_to_go",3351
"947","i_wanted_to_do",3348
"540","the_first_half_of",3346
"553","when_it_came_to",3341
"678","have_to_do_with",3335
"940","one_of_the_many",3334
"560","may_be_able_to",3331
"511","in_the_heart_of",3328
"814","is_the_first_time",3327
"1995","thanks_for_the_retweet",3320
"1326","it_is_time_to",3310
"1798","i_have_to_be",3306
"1996","happy_mother's_day_to",3300
"611","as_soon_as_possible",3280
"1997","nice_to_meet_you",3280
"1998","i_thought_it_would",3280
"473","the_state_of_the",3277
"548","is_going_to_have",3273
"1999","i_don't_even_know",3270
"671","are_you_talking_about",3263
"222","of_the_new_york",3261
"562","in_such_a_way",3259
"744","a_couple_of_times",3257
"2000","if_you_don't_have",3250
"1653","to_say_that_i",3248
"1123","to_learn_more_about",3246
"1171","no_such_thing_as",3243
"521","the_idea_of_a",3236
"481","n't_want_to_do",3232
"543","and_at_the_same",3232
"2001","don't_know_how_to",3230
"887","there_are_plenty_of",3229
"228","the_role_of_the",3228
"664","but_you_have_to",3223
"1130","but_in_the_end",3223
"2002","thank_you_for_following",3220
"1224","i_felt_like_i",3215
"231","weapons_of_mass_destruction",3199
"2003","i_really_need_to",3190
"785","side_of_the_road",3189
"575","the_form_of_a",3188
"950","used_to_be_a",3188
"840","to_get_into_the",3181
"778","as_a_member_of",3175
"528","to_some_of_the",3172
"552","what_are_you_going",3172
"2004","you_for_the_follow",3170
"1082","a_good_idea_to",3169
"742","think_it_would_be",3168
"1445","i_thought_you_were",3166
"233","the_united_states_to",3164
"500","to_participate_in_the",3162
"2005","don't_get_me_wrong",3160
"2006","thanks_for_following_me",3160
"843","and_i_wanted_to",3156
"1102","thank_you_for_being",3151
"2007","to_share_with_you",3150
"526","it_is_possible_to",3149
"1602","the_next_few_days",3149
"238","at_the_edge_of",3145
"239","the_united_states_in",3144
"669","but_there_is_a",3136
"243","going_to_take_a",3135
"1460","to_be_the_best",3131
"910","over_the_next_few",3127
"247","to_the_extent_that",3122
"249","in_the_absence_of",3120
"2008","thank_you_to_all",3120
"605","in_the_words_of",3115
"1672","all_you_have_to",3111
"752","what_it_means_to",3106
"1342","we_would_like_to",3104
"2009","if_you_would_like",3100
"524","and_you_have_to",3092
"2010","i_feel_like_i'm",3090
"871","want_to_talk_to",3085
"1065","you_might_want_to",3083
"2011","keep_up_the_good",3080
"2012","let_me_know_what",3080
"797","nice_to_see_you",3078
"1040","you_need_to_know",3075
"254","at_the_white_house",3072
"637","more_than_a_few",3066
"558","the_sound_of_the",3064
"625","and_this_is_the",3063
"689","going_on_in_the",3060
"795","it_had_to_be",3059
"937","a_couple_of_hours",3057
"808","i_think_it_would",3053
"2013","don't_want_to_be",3050
"258","with_the_united_states",3047
"588","to_say_that_the",3043
"880","n't_been_able_to",3043
"1441","you_want_to_see",3039
"841","to_pick_up_the",3038
"876","want_to_know_what",3037
"1202","every_now_and_then",3037
"1242","the_hell_out_of",3034
"616","the_people_in_the",3027
"261","as_if_he_were",3024
"791","to_be_the_most",3023
"580","the_future_of_the",3020
"2014","forward_to_seeing_you",3020
"1070","the_good_news_is",3018
"622","it_was_in_the",3017
"659","the_second_half_of",3009
"717","want_to_make_sure",3009
"767","and_there_is_no",3008
"1159","i_had_to_do",3008
"1340","what_did_you_think",3006
"822","am_i_going_to",3001
"2015","i_have_to_admit",3000
"1462","how_are_you_doing",2998
"720","whether_or_not_the",2996
"577","can_be_found_in",2994
"861","but_i_want_to",2992
"579","how_do_you_feel",2991
"2016","we_look_forward_to",2990
"760","to_find_a_way",2989
"796","in_the_first_half",2988
"815","to_the_bottom_of",2987
"612","the_last_of_the",2979
"602","you_going_to_do",2976
"986","that_this_is_the",2973
"1079","it_is_one_of",2973
"628","there_was_no_way",2971
"2017","i_am_not_a",2970
"967","with_the_fact_that",2965
"1318","when_you_have_a",2964
"2018","thanks_to_everyone_who",2960
"596","for_the_purpose_of",2958
"675","some_of_the_things",2950
"1210","there_are_lots_of",2944
"1168","a_hell_of_a",2943
"1214","want_to_do_is",2940
"1346","of_the_things_i",2940
"2019","thanks_for_all_the",2940
"279","for_the_united_states",2922
"793","and_there_is_a",2921
"2020","so_i_decided_to",2920
"1420","have_a_hard_time",2918
"1165","not_to_mention_the",2917
"995","in_front_of_you",2916
"984","that_it_is_a",2914
"1266","rest_of_my_life",2904
"1409","know_what_it_is",2902
"981","was_the_only_one",2895
"763","one_way_or_another",2893
"803","have_to_have_a",2891
"2021","am_i_the_only",2890
"741","but_it_is_not",2888
"1048","keep_an_eye_on",2888
"749","that_would_have_been",2880
"1154","be_able_to_see",2880
"1274","a_very_long_time",2880
"284","in_front_of_her",2875
"1063","do_you_have_to",2873
"2022","up_the_good_work",2870
"1821","a_good_way_to",2868
"1108","what_you_want_to",2867
"1363","hour_and_a_half",2861
"1190","a_couple_of_months",2858
"976","in_order_to_be",2855
"982","be_a_lot_of",2854
"1594","in_the_world_and",2854
"687","some_of_the_other",2853
"943","you_have_to_go",2853
"1186","over_the_past_few",2851
"783","do_a_lot_of",2850
"723","n't_want_to_get",2848
"1109","had_no_idea_what",2846
"1767","once_upon_a_time",2846
"1075","i_do_not_know",2845
"897","of_the_rest_of",2840
"2024","i_love_you_too",2840
"2323","i_don't_think_it",2840
"736","with_one_of_the",2835
"1456","this_is_a_good",2832
"2025","know_what_you_think",2830
"292","in_the_new_york",2825
"758","it_could_have_been",2822
"1052","i_want_to_say",2817
"719","we_need_to_do",2816
"295","in_the_white_house",2812
"886","to_get_away_from",2810
"2026","i_am_trying_to",2810
"296","is_the_author_of",2806
"891","one_at_a_time",2805
"1241","it_is_easy_to",2804
"1064","it_comes_to_the",2803
"1013","and_a_couple_of",2792
"1143","have_the_opportunity_to",2791
"2027","i_miss_you_too",2790
"1216","it_seems_to_be",2789
"1196","seems_to_be_the",2783
"303","in_the_direction_of",2780
"2028","i_think_i_have",2780
"1542","up_in_the_morning",2777
"823","or_something_like_that",2771
"306","can_be_used_to",2770
"1574","i_was_in_a",2770
"2029","but_i_don't_think",2770
"307","as_if_they_were",2761
"873","in_the_parking_lot",2761
"308","the_results_of_the",2760
"2030","what_is_your_favorite",2760
"935","a_cup_of_coffee",2759
"1506","be_able_to_make",2749
"757","in_the_second_half",2742
"2031","don't_know_what_to",2740
"318","going_to_be_able",2739
"2032","a_big_fan_of",2730
"750","the_back_of_a",2728
"925","spent_a_lot_of",2722
"1273","to_tell_you_that",2721
"2033","great_to_see_you",2720
"844","it_turns_out_that",2716
"1030","do_the_right_thing",2710
"1053","just_a_little_bit",2707
"2034","day_to_all_the",2700
"1458","no_matter_how_much",2691
"324","it_is_difficult_to",2687
"798","with_salt_and_pepper",2687
"1019","keep_in_mind_that",2687
"1089","is_that_it_is",2682
"990","the_two_of_us",2680
"1328","the_best_of_the",2680
"2035","awkward_moment_when_you",2680
"1056","you_want_to_get",2677
"1590","you_may_want_to",2675
"807","from_one_of_the",2674
"1114","but_it_is_a",2674
"1209","by_the_time_we",2674
"1047","we_need_to_be",2669
"922","he_is_going_to",2666
"1038","in_the_real_world",2665
"872","wanted_to_be_a",2664
"881","the_day_of_the",2662
"867","to_focus_on_the",2659
"1467","i_was_on_the",2655
"1100","to_be_a_little",2653
"2036","i_need_to_go",2650
"1686","we_need_to_get",2646
"1011","the_fact_that_you",2644
"2037","for_a_chance_to",2640
"333","the_back_of_his",2639
"1106","has_to_be_a",2638
"1685","the_first_thing_i",2636
"1022","get_a_lot_of",2635
"862","do_you_think_about",2632
"2038","please_let_me_know",2630
"1609","every_once_in_a",2624
"908","in_the_past_few",2620
"1518","the_next_couple_of",2615
"340","but_i_think_that",2611
"2039","can't_wait_to_hear",2610
"2040","won't_be_able_to",2610
"2041","i_am_not_sure",2610
"1073","in_a_large_bowl",2606
"1298","i_knew_it_was",2603
"987","get_rid_of_the",2601
"2042","i_hope_you_have",2600
"346","and_i_think_we",2599
"1276","what_would_you_do",2599
"1049","my_wife_and_i",2598
"1863","hard_for_me_to",2598
"1313","so_that_we_can",2597
"1281","supposed_to_be_a",2595
"2043","how_much_i_love",2590
"1310","and_i_know_that",2588
"1219","for_the_time_being",2587
"1259","more_often_than_not",2587
"350","the_case_of_the",2586
"351","of_the_people_who",2585
"2044","to_see_you_there",2580
"2045","i_have_a_feeling",2580
"2046","let_me_know_when",2580
"353","you_very_much_for",2578
"1178","and_you_know_what",2577
"354","i_think_we_have",2573
"957","but_there_is_no",2572
"2047","just_got_back_from",2570
"2048","thanks_for_the_support",2570
"1253","do_the_same_thing",2568
"1541","to_give_you_a",2567
"1405","to_make_up_for",2565
"1228","with_the_idea_of",2561
"1329","i_grew_up_in",2559
"361","more_likely_to_be",2554
"2049","s_o_to_my",2550
"2050","not_the_only_one",2550
"2051","i_feel_like_a",2550
"978","to_make_sure_the",2549
"2052","looking_forward_to_a",2540
"1790","i_was_about_to",2539
"1097","going_to_make_it",2535
"930","there_seems_to_be",2534
"1319","and_all_of_the",2533
"2053","to_check_it_out",2530
"2054","i_need_to_be",2530
"367","people_are_going_to",2528
"1556","as_soon_as_we",2528
"928","of_a_lot_of",2527
"368","from_the_united_states",2523
"370","had_nothing_to_do",2522
"2055","i_don't_know_about",2520
"2056","in_item_above_pp",2520
"372","in_the_number_of",2519
"1071","have_to_do_it",2517
"941","the_way_it_is",2514
